3752,Ichthyophis monochrous,Ichthyophis monochrous,
3753,Duttaphrynus noellerti,Duttaphrynus noellerti,
3754,Atopophrynus,Atopophrynus syntomopus,
3755,Oreophrynella macconnelli,Oreophrynella macconnelli,
3756,Amolops chakrataensis,Amolops chakrataensis,
3757,Atelopus exiguus,Atelopus exiguus,
3758,Craugastor taurus,Craugastor taurus,
3759,Hildebrandtia macrotympanum,Hildebrandtia macrotympanum,
3760,Raorchestes bobingeri,Raorchestes bobingeri,
3761,Incilius leucomyos,Incilius leucomyos,
3762,Pine toad,Incilius occidentalis,
3763,Incilius spiculatus,Incilius spiculatus,
3764,Alexteroon jynx,Alexteroon jynx,
3765,Mountain toad,Incilius cavifrons,
3766,Adelophryne maranguapensis,Adelophryne maranguapensis,
3767,Ichthyophis dulitensis,Ichthyophis dulitensis,
3768,Adelophryne pachydactyla,Adelophryne pachydactyla,
3769,Ecnomiohyla thysanota,Ecnomiohyla thysanota,
3770,Incilius tacanensis,Incilius tacanensis,
3771,Leptopelis crystallinoron,Leptopelis crystallinoron,
3772,Allobates marchesianus,Allobates marchesianus,
3773,Amolops jaunsari,Amolops jaunsari,
3774,Feihyla inexpectata,Feihyla inexpectata,
3775,Dischidodactylus duidensis,Dischidodactylus duidensis,
3776,Anomaloglossus rufulus,Anomaloglossus rufulus,
3777,Incilius macrocristatus,Incilius macrocristatus,
3778,Nothophryne unilurio,Nothophryne unilurio,
3779,Ansonia vidua,Ansonia vidua,
3780,Guibemantis punctatus,Guibemantis punctatus,
3781,Incilius signifer,Incilius signifer,
3782,Ectopoglossus lacrimosus,Ectopoglossus lacrimosus,
3783,Anomaloglossus triunfo,Anomaloglossus triunfo,
3784,Hyloscirtus tapichalaca,Hyloscirtus tapichalaca,
3785,Aplastodiscus perviridis,Aplastodiscus perviridis,
3786,Anomaloglossus breweri,Anomaloglossus breweri,
3787,Pseudoeurycea mystax,Pseudoeurycea mystax,
3788,Oscaecilia hypereumeces,Oscaecilia hypereumeces,
3789,Ansonia guibei,Ansonia guibei,
3790,Anomaloglossus parkerae,Anomaloglossus parkerae,
3791,Allobates brunneus,Allobates brunneus,
3792,Zakerana nilagirica,Zakerana nilagirica,
3793,Alsodes valdiviensis,Alsodes valdiviensis,
3794,Afrixalus upembae,Afrixalus upembae,
3795,Incilius tutelarius,Incilius tutelarius,
3796,Austrochaperina kosarek,Austrochaperina kosarek,
3797,Incilius perplexus,Incilius perplexus,
3798,Gephyromantis boulengeri,Gephyromantis boulengeri,
3799,Guibemantis liber,Guibemantis liber,
3800,Leptopelis parvus,Leptopelis parvus,
3801,Pseudophilautus microtympanum,Pseudophilautus microtympanum,
3802,Dendrotriton megarhinus,Dendrotriton megarhinus,
3803,Batrachyla fitzroya,Batrachyla fitzroya,
3804,Monte Duida tree frog,Tepuihyla aecii,
3805,Alsodes igneus,Alsodes igneus,
3806,Aplastodiscus cochranae,Aplastodiscus cochranae,
3807,Cardioglossa trifasciata,Cardioglossa trifasciata,
3808,Callimedusa baltea,Callimedusa baltea,
3809,Dischidodactylus colonnelloi,Dischidodactylus colonnelloi,
3810,Allobates trilineatus,Allobates trilineatus,
3811,Ansonia tiomanica,Ansonia tiomanica,
3812,Zhangixalus suffry,Zhangixalus suffry,
3813,Rhinella arborescandens,Rhinella arborescandens,
3814,Anomaloglossus wothuja,Anomaloglossus wothuja,
3815,Leptobrachium xanthospilum,Leptobrachium xanthospilum,
3816,Allobates fuscellus,Allobates fuscellus,
3817,Leptopelis marginatus,Leptopelis marginatus,
3818,Scutiger wuguanfui,Scutiger wuguanfui,
3819,Mantidactylus ulcerosus,Mantidactylus ulcerosus,
3820,Hyperolius kihangensis,Hyperolius kihangensis,
3821,Cophixalus cheesmanae,Cophixalus cheesmanae,
3822,Phrynobatrachus elberti,Phrynobatrachus elberti,
3823,Pseudophilautus abundus,Pseudophilautus abundus,
3824,Cophixalus tetzlaffi,Cophixalus tetzlaffi,
3825,Physalaemus spiniger,Physalaemus spiniger,
3826,Guibemantis albolineatus,Guibemantis albolineatus,
3827,Anomaloglossus tamacuarensis,Anomaloglossus tamacuarensis,
3828,Isthmohyla xanthosticta,Isthmohyla xanthosticta,
3829,Oreophryne kapisa,Oreophryne kapisa,
3830,Physalaemus fernandezae,Physalaemus fernandezae,
3831,Gephyromantis asper,Gephyromantis asper,
3832,Ctenophryne minor,Ctenophryne minor,
3833,Pristimantis avius,Pristimantis avius,
3834,Phrynobatrachus nanus,Phrynobatrachus nanus,
3835,Callimedusa duellmani,Callimedusa duellmani,
3836,Pseudophilautus silvaticus,Pseudophilautus silvaticus,
3837,Choerophryne nigrescens,Choerophryne nigrescens,
3838,Pristimantis tribulosus,Pristimantis tribulosus,
3839,Gephyromantis redimitus,Gephyromantis redimitus,
3840,Mantidactylus curtus,Mantidactylus curtus,
3841,Mantidactylus zipperi,Mantidactylus zipperi,
3842,Rhombophryne laevipes,Rhombophryne laevipes,
3843,Cycloramphus cedrensis,Cycloramphus cedrensis,
3844,Bolitoglossa psephena,Bolitoglossa psephena,
3845,Gephyromantis decaryi,Gephyromantis decaryi,
3846,Narrow-lined tree frog,Isthmohyla angustilineata,
3847,Giant squid,Architeuthis dux,
3848,Colossal squid,Mesonychoteuthis hamiltoni,
3849,Giant Pacific octopus,Enteroctopus dofleini,
3850,Freshwater pearl mussel,Margaritifera margaritifera,
3851,Scaly-foot snail,Chrysomallon squamiferum,
3852,Quagga mussel,Dreissena bugensis,
3853,Bigfin reef squid,Sepioteuthis lessoniana,
3854,New Zealand mud snail,Potamopyrgus antipodarum,
3855,Kerry slug,Geomalacus maculosus,
3856,Common blanket octopus,Tremoctopus violaceus,
3857,Pharaoh cuttlefish,Sepia pharaonis,
3858,Swan mussel,Anodonta cygnea,
3859,Duck mussel,Anodonta anatina,
3860,Unio pictorum,Unio pictorum,
3861,Enteroctopus megalocyathus,Enteroctopus megalocyathus,
3862,Unio tumidus,Unio tumidus,
3863,Enteroctopus magnificus,Enteroctopus magnificus,
3864,Discus macclintocki,Discus macclintocki,
3865,Depressed river mussel,Pseudanodonta complanata,
3866,Caucasotachea vindobonensis,Caucasotachea vindobonensis,
3867,Conus abbas,Conus abbas,
3868,Socorro springsnail,Pyrgulopsis neomexicana,
3869,Conus mappa,Conus mappa,
3870,Bald Eagle,Haliaeetus leucocephalus,28-36 yrs
3871,Peregrine Falcon,Falco peregrinus,19-25 yrs
3872,Harpy Eagle,Harpia harpyja,25-35 yrs
3873,Shoebill,Balaeniceps rex,35-36 yrs
3874,Golden Eagle,Aquila chrysaetos,32-46 yrs
3875,House Sparrow,Passer domesticus,2-23 yrs
3876,Common Raven,Corvus corax,13-44 yrs
3877,Osprey,Pandion haliaetus,7-25 yrs
3878,Blue Jay,Cyanocitta cristata,7-26 yrs
3879,Mallard,Anas platyrhynchos,3-20 yrs
3880,American Robin,Turdus migratorius,2-14 yrs
3881,Budgerigar,Melopsittacus undulatus,5-20 yrs
3882,Emu,Dromaius novaehollandiae,5-20 yrs
3883,Common Blackbird,Turdus merula,2.4-21 yrs
3884,Canada Goose,Branta canadensis,12-26 yrs
3885,Ostrich,Struthio camelus,40-50 yrs
3886,Red-Tailed Hawk,Buteo jamaicensis,12-28 yrs
3887,Great Horned Owl,Bubo virginianus,13-35 yrs
3888,Northern Cardinal,Cardinalis cardinalis,15 yrs
3889,Pileated Woodpecker,Dryocopus pileatus,9-13 yrs
3890,Great Tit,Parus major,3 yrs
3891,Mourning Dove,Zenaida macroura,1.5-19 yrs
3892,European Robin,Erithacus rubecula,1-19 yrs
3893,Cockatiel,Nymphicus hollandicus,10-36 yrs
3894,Common Starling,Sturnus vulgaris,2-23 yrs
3895,Turkey Vulture,Cathartes aura,16 yrs
3896,Barn Owl,Tyto alba,4-34 yrs
3897,Northern Flicker,Colaptes auratus,9 yrs
3898,Ortolan Bunting,Emberiza hortulana,2-5.8 yrs
3899,Indian Peafowl,Pavo cristatus,15-23 yrs
3900,Sandhill Crane,Grus canadensis,21 yrs
3901,Nightingale,Luscinia megarhynchos,1-8 yrs
3902,Wild Turkey,Meleagris gallopavo,1-13 yrs
3903,Red-Winged Blackbird,Agelaius phoeniceus,2-16 yrs
3904,Great Blue Heron,Ardea herodias,15-23 yrs
3905,California Condor,Gymnogyps californianus,40-60 yrs
3906,Andean Condor,Vultur gryphus,50 yrs
3907,European Goldfinch,Carduelis carduelis,10 yrs
3908,Rainbow Lorikeet,Trichoglossus moluccanus,7-30 yrs
3909,Snowy Owl,Bubo scandiacus,10-28 yrs
3910,Northern Mockingbird,Mimus polyglottos,8-20 yrs
3911,Barred Owl,Strix varia,10-23 yrs
3912,Philippine Eagle,Pithecophaga jefferyi,30-60 yrs
3913,Common Buzzard,Buteo buteo,25 yrs
3914,Common Cuckoo,Cuculus canorus,4-10 yrs
3915,Bearded Vulture,Gypaetus barbatus,21-45 yrs
3916,Red Junglefowl,Gallus gallus,10-30 yrs
3917,Carolina Wren,Thryothorus ludovicianus,6-10 yrs
3918,Barn Swallow,Hirundo rustica,3-8 yrs
3919,Eurasian Magpie,Pica pica,3-21.8 yrs
3920,American Goldfinch,Spinus tristis,3-11 yrs
3921,Eurasian Eagle-Owl,Bubo bubo,20-60 yrs
3922,Blue-Footed Booby,Sula nebouxii,17-18 yrs
3923,Rock Dove,Columba livia,6-35 yrs
3924,Rose-Ringed Parakeet,Psittacula krameri,30-34 yrs
3925,Tufted Titmouse,Baeolophus bicolor,2-13 yrs
3926,Baltimore Oriole,Icterus galbula,12-14 yrs
3927,Australian Magpie,Gymnorhina tibicen,25-30 yrs
3928,Cooper's Hawk,Accipiter cooperii,12 yrs
3929,Common Chaffinch,Fringilla coelebs,3-15 yrs
3930,House Finch,Haemorhous mexicanus,8-11 yrs
3931,Killdeer,Charadrius vociferus,10-11 yrs
3932,Common Grackle,Quiscalus quiscula,22 yrs
3933,Common Pheasant,Phasianus colchicus,3-18 yrs
3934,Hyacinth Macaw,Anodorhynchus hyacinthinus,50 yrs
3935,Wandering Albatross,Diomedea exulans,over 50 yrs
3936,Common Myna,Acridotheres tristis,4-12 yrs
3937,Mute Swan,Cygnus olor,19-40 yrs
3938,White-Tailed Eagle,Haliaeetus albicilla,27-42 yrs
3939,American Crow,Corvus brachyrhynchos,7-8 yrs
3940,Black-Capped Chickadee,Poecile atricapillus,2-12.5 yrs
3941,Asian Koel,Eudynamys scolopaceus,12-15 yrs
3942,Great Spotted Woodpecker,Dendrocopos major,5-11 yrs
3943,Red Kite,Milvus milvus,24-26 yrs
3944,Rose-Breasted Grosbeak,Pheucticus ludovicianus,7-24 yrs
3945,Muscovy Duck,Cairina moschata,8-20 yrs
3946,Mandarin Duck,Aix galericulata,3-12 yrs
3947,Black Swan,Cygnus atratus,40 yrs
3948,Eurasian Blue Tit,Cyanistes caeruleus,3-11 yrs
3949,Ivory-Billed Woodpecker,Campephilus principalis,30 yrs
3950,Steller's Sea Eagle,Haliaeetus pelagicus,20-25 yrs
3951,Secretarybird,Sagittarius serpentarius,10-19 yrs
3952,Song Thrush,Turdus philomelos,3-10 yrs
3953,Western Jackdaw,Coloeus monedula,5-20 yrs
3954,Cedar Waxwing,Bombycilla cedrorum,7-8 yrs
3955,Common Quail,Coturnix coturnix,2-5 yrs
3956,Eastern Whip-Poor-Will,Antrostomus vociferus,4-15 yrs
3957,Common Wood Pigeon,Columba palumbus,3-17 yrs
3958,Bee Hummingbird,Mellisuga helenae,7-10 yrs
3959,Eurasian Blackcap,Sylvia atricapilla,2-13 yrs
3960,Red-Bellied Woodpecker,Melanerpes carolinus,12 yrs
3961,Eurasian Sparrowhawk,Accipiter nisus,4-20 yrs
3962,White Stork,Ciconia ciconia,20-35 yrs
3963,Atlantic Puffin,Fratercula arctica,20-30 yrs
3964,Little Blue Penguin,Eudyptula minor,10-20 yrs
3965,Scarlet macaw,Ara macao,40-50 yrs
3966,Wood Duck,Aix sponsa,3-15 yrs
3967,Gyrfalcon,Falco rusticolus,20 yrs
3968,Wedge-Tailed Eagle,Aquila audax,20-40 yrs
3969,Eastern Bluebird,Sialia sialis,6-10.6 yrs
3970,Eurasian Collared Dove,Streptopelia decaocto,15-17 yrs
3971,Common Kestrel,Falco tinnunculus,15-18 yrs
3972,Steller's Jay,Cyanocitta stelleri,16 yrs
3973,Gray Catbird,Dumetella carolinensis,10 yrs
3974,Downy Woodpecker,Dryobates pubescens,11 yrs
3975,Brown Thrasher,Toxostoma rufum,12-14 yrs
3976,Black Vulture,Coragyps atratus,10-25.6 yrs
3977,Great Indian Bustard,Ardeotis nigriceps,12-15 yrs
3978,American Kestrel,Falco sparverius,11-17 yrs
3979,Red-Shouldered Hawk,Buteo lineatus,20-25 yrs
3980,Burrowing Owl,Athene cunicularia,9-10 yrs
3981,Purple Martin,Progne subis,13 yrs
3982,Merlin,Falco columbarius,7-10 yrs
3983,African Penguin,Spheniscus demersus,10-15 yrs
3984,Common Swift,Apus apus,21 yrs
3985,Red-Headed Woodpecker,Melanerpes erythrocephalus,9-12 yrs
3986,Carrion Crow,Corvus corone,1-29 yrs
3987,Eurasian Wren,Troglodytes troglodytes,2-6 yrs
3988,House Wren,Troglodytes aedon,7 yrs
3989,Brown-Headed Cowbird,Molothrus ater,16 yrs
3990,Chukar Patridge,Alectoris chukar,3-10 yrs
3991,Scarlet Tanager,Piranga olivacea,10 yrs
3992,Whooping Crane,Grus americana,22-40 yrs
3993,Common Chiffchaff,Phylloscopus collybita,2-8 yrs
3994,Dunnock,Prunella modularis,2 yrs
3995,Laughing Kookaburra,Dacelo novaeguineae,11-20 yrs
3996,Monk Parakeet,Myiopsitta monachus,20-30 yrs
3997,King Penguin,Aptenodytes patagonicus,15-20 yrs
3998,Anna's Hummingbird,Calypte anna,8.5 yrs
3999,Black Kite,Milvus migrans,24-28 yrs
4000,Tawny Owl,Strix aluco,4-27 yrs
4001,Greater Flamingo,Phoenicopterus roseus,40-60yrs
4002,Blue-and-Gold Macaw,Ara ararauna,50-60 yrs
4003,Tawny Frogmouth,Podargus strigoides,10-14 yrs
4004,Trumpeter Swan,Cygnus buccinator,24-33 yrs
4005,Arctic Tern,Sterna paradisaea,30 yrs
4006,Dark-Eyed Junco,Junco hyemalis,3-11 yrs
4007,Galah,Eolophus roseicapilla,40 yrs
4008,Great Hornbill,Buceros bicornis,30-50 yrs
4009,Gouldian Finch,Erythrura gouldiae,5-9 yrs
4010,Southern Cassowary,Casuarius casuarius,12-40 yrs
4011,Common Loon,Gavia immer,30 yrs
4012,Ruby-Throated Hummingbird,Archilochus colubris,5-9 yrs
4013,Anhinga,Anhinga anhinga,12 yrs
4014,Cattle Egret,Bubulcus ibis,23 yrs
4015,Goldcrest,Regulus regulus,8 mos-2 yrs
4016,Sharp-Shinned Hawk,Accipiter striatus,3-13 yrs
4017,Song Sparrow,Melospiza melodia,11 yrs
4018,Snow goose,Chen caerulescens,20 yrs
4019,Painted Bunting,Passerina ciris,12 yrs
4020,Egyptian Goose,Alopochen aegyptiacus,15-25 yrs
4021,Nicobar Pigeon,Caloenas nicobarica,8-15 yrs
4022,Gentoo Penguin,Pygoscelis papua,15-20 yrs
4023,Marabou Stork,Leptoptilos crumenifer,25-41 yrs
4024,Sulphur-Crested Cockatoo,Cacatua galerita,40-100 yrs
4025,Greylag Goose,Anser anser,20-30 yrs
4026,Red-Crowned Crane,Grus japonensis,30-70 yrs
4027,Ruffed Grouse,Bonasa umbellus,1-7 yrs
4028,Belted Kingfisher,Megaceryle alcyon,6-14 yrs
4029,Harris's Hawk,Parabuteo unicinctus,14-25 yrs
4030,Griffon Vulture,Gyps fulvus,41.4 yrs
4031,Green-Cheeked Parakeet,Pyrrhura molinae,10-30 yrs
4032,Hoatzin,Opisthocomus hoazin,15-30 yrs
4033,Golden Pheasant,Chrysolophus pictus,5-20 yrs
4034,Sarus Crane,Grus antigone,30-40 yrs
4035,American Coot,Fulica americana,9-22 yrs
4036,Wood Stork,Mycteria americana,11-18 yrs
4037,Macaroni Penguin,Eudyptes chrysolophus,15-20 yrs
4038,Gray Jay,Perisoreus canadensis,19 yrs
4039,Little Owl,Athene noctua,3-15 yrs
4040,Resplendent Quetzal,Pharomachrus mocinno,3-10 yrs
4041,American Flamingo,Phoenicopterus ruber,40-50 yrs
4042,Northern Bobwhite,Colinus virginianus,1-6 yrs
4043,Brown Pelican,Pelecanus occidentalis,15-43 yrs
4044,Australian Raven,Corvus coronoides,21 yrs
4045,Zebra Finch,Taeniopygia guttata,5-12 yrs
4046,Chimney Swift,Chaetura pelagica,4.6 yrs
4047,California Quail,Callipepla californica,1-4 yrs
4048,Northern Saw-Whet Owl,Aegolius acadicus,7-16 yrs
4049,Eastern Screech Owl,Megascops asio,14-20 yrs
4050,Helmeted Guineafowl,Numida meleagris,12-15 yrs
4051,Mountain Bluebird,Sialia currucoides,6-9 yrs
4052,Yellow-Bellied Sapsucker,Sphyrapicus varius,6-8 yrs
4053,Hawaiian Goose,Branta sandvicensis,20-24 yrs
4054,Black-Crowned Night Heron,Nycticorax nycticorax,20-30 yrs
4055,Great Cormorant,Phalacrocorax carbo,23 yrs
4056,Roseate Spoonbill,Platalea ajaja,10-5 yrs
4057,American White Pelican,Pelecanus erythrorhynchos,26 yrs
4058,Australian White Ibis,Threskiornis molucca,28 yrs
4059,House Crow,Corvus splendens,6 yrs
4060,Rufous Hummingbird,Selasphorus rufus,4-8 yrs
4061,Swallow-Tailed Kite,Elanoides forficatus,6 yrs
4062,Long-Eared Owl,Asio otus,25-30 yrs
4063,White Cockatoo,Cacatua alba,30-40 yrs
4064,Eastern Phoebe,Sayornis phoebe,10 yrs
4065,Red-Vented Bulbul,Pycnonotus cafer,11 yrs
4066,Northern Harrier,Circus hudsonius,8-16 yrs
4067,Double-Crested Cormorant,Phalacrocorax auritus,6-22.6 yrs
4068,Green Peafowl,Pavo muticus,20 yrs
4069,Green Heron,Butorides virescens,8 yrs
4070,Carolina Chickadee,Poecile carolinensis,11 yrs
4071,Toco Toucan,Ramphastos toco,18-26 yrs
4072,Alpine Chough,Pyrrhocorax graculus,up to 23 yrs
4073,Willow Warbler,Phylloscopus trochilus,2-5 yrs
4074,Barnacle Goose,Branta leucopsis,24 yrs
4075,Broad-Winged Hawk,Buteo platypterus,12-18 yrs
4076,Chipping Sparrow,Spizella passerina,9 yrs
4077,Pine Siskin,Spinus pinus,3 yrs
4078,Common Nighthawk,Chordeiles minor,4-5 yrs
4079,White Wagtail,Motacilla alba,12 yrs
4080,Siberian Crane,Leucogeranus leucogeranus,15-30 yrs
4081,Lake Duck,Oxyura vittata,
4082,Great Bustard,Otis tarda,28 yrs
4083,Ocellated Turkey,Meleagris ocellata,4.5-5 yrs
4084,Little Egret,Egretta garzetta,up to 22 yrs
4085,Galápagos Penguin,Spheniscus mendiculus,15-20 yrs
4086,Great-Tailed Grackle,Quiscalus mexicanus,12 yrs
4087,Red-Whiskered Bulbul,Pycnonotus jocosus,11 yrs
4088,Hairy Woodpecker,Leuconotopicus villosus,15 yrs
4089,Tree Swallow,Tachycineta bicolor,11-12 yrs
4090,European Green Woodpecker,Picus viridis,up to 15 yrs
4091,Purple Finch,Haemorhous purpureus,up to 14 yrs
4092,Hooded Merganser,Lophodytes cucullatus,11-13 yrs
4093,European Honey Buzzard,Pernis apivorus,25 yrs
4094,Egyptian Vulture,Neophron percnopterus,30-37 yrs
4095,White-Bellied Sea Eagle,Haliaeetus leucogaster,30 yrs
4096,Red-eyed vireo,Vireo olivaceus,
4097,Indian Roller,Coracias benghalensis,17 yrs
4098,Grey Crowned Crane,Balearica regulorum,22-25 yrs
4099,Himalayan Monal,Lophophorus impejanus,10-12 yrs
4100,Scarlet Ibis,Eudocimus ruber,16-20 yrs
4101,Martial Eagle,Polemaetus bellicosus,14-25 yrs
4102,African Fish Eagle,Haliaeetus vocifer,12-40 yrs
4103,Pied Crow,Corvus albus,6-20 yrs
4104,Cinereous vulture,Aegypius monachus,
4105,American Woodcock,Scolopax minor,8 yrs
4106,Eurasian Hoopoe,Upupa epops,10 yrs
4107,Western tanager,Piranga ludoviciana,
4108,White-throated sparrow,Zonotrichia albicollis,9.5 years
4109,Red-Tailed Black Cockatoo,Calyptorhynchus banksii,25-50 yrs
4110,Bar-Headed Goose,Anser indicus,20 yrs
4111,Eurasian coot,Fulica atra,
4112,Rüppell's Vulture,Gyps rueppelli,40-50 yrs
4113,Red-breasted nuthatch,Sitta canadensis,7.5 years
4114,Little auk,Alle alle,
4115,Brahminy Kite,Haliastur indus,30 yrs
4116,Western Scrub-Jay,Aphelocoma californica,9-19 yrs
4117,Crested Caracara,Caracara cheriway,18-30 yrs
4118,King Vulture,Sarcoramphus papa,25-40 yrs
4119,Western meadowlark,Sturnella neglecta,
4120,Northern Gannet,Morus bassanus,17-37 yrs
4121,Eastern imperial eagle,Aquila heliaca,
4122,Great black-backed gull,Larus marinus,
4123,Eurasian nuthatch,Sitta europaea,
4124,Vermilion Flycatcher,Pyrocephalus obscurus,5 yrs
4125,Fieldfare,Turdus pilaris,
4126,Ferruginous Hawk,Buteo regalis,20 yrs
4127,Grey Partridge,Perdix perdix,3-5 yrs
4128,Loggerhead Shrike,Lanius ludovicianus,12 yrs
4129,Yellow-Billed Cuckoo,Coccyzus americanus,5 yrs
4130,Palm Cockatoo,Probosciger aterrimus,40-60 yrs
4131,Dalmatian Pelican,Pelecanus crispus,35-54 yrs
4132,Snowy Egret,Egretta thula,22 yrs
4133,Scissor-Tailed Flycatcher,Tyrannus forficatus,10-15 yrs
4134,Japanese Quail,Coturnix japonica,2-6 yrs
4135,Short-Eared Owl,Asio flammeus,4-15 yrs
4136,Summer tanager,Piranga rubra,8 years
4137,Greater Prairie Chicken,Tympanuchus cupido,2-3 yrs
4138,African sacred ibis,Threskiornis aethiopicus,
4139,Magellanic Penguin,Spheniscus magellanicus,25 yrs
4140,Spotted Dove,Spilopelia chinensis,8 yrs
4141,Water pipit,Anthus spinoletta,
4142,American Black Duck,Anas rubripes,26 yrs
4143,Mistle Thrush,Turdus viscivorus,3-21 yrs
4144,Common hill myna,Gracula religiosa,
4145,Common linnet,Linaria cannabina,
4146,Golden Oriole,Oriolus oriolus,10 yrs
4147,Northern Pintail,Anas acuta,22 yrs
4148,Spotted Owl,Strix occidentalis,16-21 yrs
4149,Piping Plover,Charadrius melodus,up to 5 yrs
4150,White-Crowned Sparrow,Zonotrichia leucophrys,13 yrs
4151,Northern lapwing,Vanellus vanellus,
4152,Common Moorhen,Gallinula chloropus,3 yrs
4153,Mississippi kite,Ictinia mississippiensis,11 years
4154,Spotted Towhee,Pipilo maculatus,11 yrs
4155,Humboldt Penguin,Spheniscus humboldti,15-30 yrs
4156,Bewick's wren,Thryomanes bewickii,
4157,Major Mitchell's Cockatoo,Lophochroa leadbeateri,60-83 yrs
4158,Willow Ptarmigan,Lagopus lagopus,9 yrs
4159,Brown booby,Sula leucogaster,
4160,Northern Hawk-Owl,Surnia ulula,10 yrs
4161,Baya weaver,Ploceus philippinus,
4162,Houbara bustard,Chlamydotis undulata,
4163,Chinstrap Penguin,Pygoscelis antarcticus,15-20 yrs
4164,Great crested flycatcher,Myiarchus crinitus,
4165,Veery,Catharus fuscescens,
4166,Acorn Woodpecker,Melanerpes formicivorus,16-17 yrs
4167,Bohemian Waxwing,Bombycilla garrulus,5-13 yrs
4168,Northern Shoveler,Spatula clypeata,2-20 yrs
4169,Black-bellied whistling duck,Dendrocygna autumnalis,
4170,Black-Chinned Hummingbird,Archilochus alexandri,10-11 yrs
4171,Western Bluebird,Sialia mexicana,4 yrs
4172,White-winged dove,Zenaida asiatica,22 years
4173,Hermit Thrush,Catharus guttatus,8-10 years
4174,Gadwall,Mareca strepera,
4175,Kori Bustard,Ardeotis kori,27 yrs
4176,Jacobin cuckoo,Clamator jacobinus,
4177,Black drongo,Dicrurus macrocercus,
4178,Grey junglefowl,Gallus sonneratii,
4179,Sri Lankan junglefowl,Gallus lafayettii,
4180,Lilac-Breasted Roller,Coracias caudatus,10 yrs
4181,Chuck-will's-widow,Antrostomus carolinensis,
4182,Grey francolin,Francolinus pondicerianus,
4183,Glossy Ibis,Plegadis falcinellus,26 yrs
4184,Yellow-Breasted Chat,Icteria virens,8.9 yrs
4185,Somali ostrich,Struthio molybdophanes,
4186,Saker Falcon,Falco cherrug,10-25 yrs
4187,Superb Fairywren,Malurus cyaneus,5-6 yrs
4188,Eastern Kingbird,Tyrannus tyrannus,10 yrs
4189,Eurasian hobby,Falco subbuteo,
4190,Black phoebe,Sayornis nigricans,
4191,Himalayan Vulture,Gyps himalayensis,20-35 yrs
4192,Powerful Owl,Ninox strenua,10-20 yrs
4193,Black grouse,Lyrurus tetrix,
4194,Red-footed booby,Sula sula,23 years
4195,European storm petrel,Hydrobates pelagicus,
4196,Swainson's Hawk,Buteo swainsoni,16-19 yrs
4197,Red-wattled lapwing,Vanellus indicus,
4198,Magnificent Frigatebird,Fregata magnificens,15-25 yrs
4199,Hen Harrier,Circus cyaneus,8-16 yrs
4200,Greater Sage Grouse,Centrocercus urophasianus,10 yrs
4201,Willie Wagtail,Rhipidura leucophrys,15 yrs
4202,Ruddy Duck,Oxyura jamaicensis,2-13 yrs
4203,Little Blue Heron,Egretta caerulea,14 yrs
4204,Scaly-breasted munia,Lonchura punctulata,
4205,White-Tailed Kite,Elanus leucurus,6 yrs
4206,Black-headed grosbeak,Pheucticus melanocephalus,12 years
4207,Magpie-lark,Grallina cyanoleuca,10 yrs
4208,White-headed vulture,Trigonoceps occipitalis,
4209,Long-wattled umbrellabird,Cephalopterus penduliger,
4210,Common goldeneye,Bucephala clangula,
4211,American Bittern,Botaurus lentiginosus,8.3 yrs
4212,Keel-Billed Toucan,Ramphastos sulfuratus,15-20 yrs
4213,Elf Owl,Micrathene whitneyi,3-10 yrs
4214,Ruby-crowned kinglet,Regulus calendula,
4215,Yellow warbler,Setophaga petechia,10 yrs
4216,White-throated kingfisher,Halcyon smyrnensis,
4217,Yellow-Crowned Night Heron,Nyctanassa violacea,6 yrs
4218,Amur falcon,Falco amurensis,
4219,Common murre,Uria aalge,26.5 years
4220,Goliath heron,Ardea goliath,
4221,Razorbill,Alca torda,7.5 years
4222,White-browed tit-warbler,Leptopoecile sophiae,
4223,Demoiselle Crane,Grus virgo,25-65 yrs
4224,Canvasback,Aythya valisineria,
4225,Evening grosbeak,Hesperiphona vespertina,
4226,Bar-Tailed Godwit,Limosa lapponica,30 yrs
4227,Pine grosbeak,Pinicola enucleator,
4228,Siberian jay,Perisoreus infaustus,
4229,Gambel's Quail,Callipepla gambelii,1.5-2 yrs
4230,Bobolink,Dolichonyx oryzivorus,4-9 yrs
4231,Eurasian siskin,Spinus spinus,
4232,European bee-eater,Merops apiaster,
4233,Ovenbird,Seiurus aurocapilla,11 years
4234,Great skua,Stercorarius skua,
4235,Brown Creeper,Certhia americana,4 yrs
4236,Greater white-fronted goose,Anser albifrons,
4237,Rhinoceros Hornbill,Buceros rhinoceros,35 yrs
4238,White-throated needletail,Hirundapus caudacutus,
4239,Eurasian treecreeper,Certhia familiaris,
4240,Bearded reedling,Panurus biarmicus,
4241,Tufted Puffin,Fratercula cirrhata,20 yrs
4242,Corn crake,Crex crex,
4243,Swan Goose,Anser cygnoides,10 yrs
4244,Common whitethroat,Curruca communis,
4245,Jungle babbler,Argya striata,
4246,Brant,Branta bernicla,
4247,Yellow-Crested Cockatoo,Cacatua sulphurea,60 yrs
4248,Tufted Duck,Aythya fuligula,4 yrs
4249,Hamerkop,Scopus umbretta,
4250,Australian Pelican,Pelecanus conspicillatus,15-25 yrs
4251,American Redstart,Setophaga ruticilla,10 yrs
4252,Lesser goldfinch,Spinus psaltria,
4253,Blue-winged teal,Spatula discors,
